"pmid","label","txt"
"526",25332272,1,"dislodgement of variceal bands after esophageal balloon tamponade for variceal bleeding </s> </s> a 43 year old male with alcoholic cirrhosis underwent egd for hematemesis which revealed bleeding grade ii lower esophageal varices that were endoscopically ligated with 6 bands </s> all the bands remained attached to varices at the completion of egd </s> despite apparent initial hemostasis balloon tamponade was performed one hour later for suspected continued bleeding </s> due to suspected continuing bleeding egd was repeated 4 h after initial egd and 3 h after balloon tamponade </s> this egd revealed the esophageal varices none of the bands remaining on esophageal mucosa multiple mucosal stigmata likely from trauma at initial site of variceal bands before dislodgement and 3 dislodged bands in gastric body duodenal bulb or descending duodenum </s> the patient expired 17 h thereafter from hypovolemic shock </s> this single report may suggest an apparently novel balloon tamponade complication dislodgement of previously placed endoscopic bands </s> the proposed pathophysiology is release of bands by stretching entrapped esophageal mucosa during esophageal balloon tamponade </s> this complication if confirmed might render balloon tamponade a less desirable option very soon after band ligation </s>"
"527",25350309,0,"metabolic myopathy causing rhabdomyolysis </s> </s> rhabdomyolysis is a potential life threatening condition characterized by a rapid destruction of striated muscle cells </s> causes include trauma muscle hypoxia drugs malignant hyperthermia infections toxins and metabolic myopathies </s> we report a case of a 52 year old man with hereditary myoglobi n uria and gastroenteritis induced rhabdomyolysis </s> metabolic myopathy as a cause of rhabdomyolysis is rare but potential life threatening if not diagnosed and treated promptly </s>"
"528",24034200,1,"pulmonary arteriovenous malformation in cryptogenic liver cirrhosis </s> </s> the cause in 10 20 cases of liver cirrhosis lc cannot be elucidated and are thus termed cryptogenic </s> pulmonary arteriovenous malformations pavms are relatively rare but the most common anomaly involving the pulmonary tree </s> although the rare correlation between lc and pavm is well known there have been no reports of pavms occurring in cryptogenic lc </s> we report a case of pavm that occurred in cryptogenic liver cirrhosis in a 3 years old male child </s> the child presented with complaints of malena hematemesis and variceal bleed </s> the examination revealed a child with respiratory distress irritability tachycardia clubbing and abdominal distention </s> he was worked up for recurrent variceal bleeding secondary to portal hypertension but the oxygen saturation during hospital stay kept deteriorating </s> the diagnosis of hepatopulmonary syndrome as the cause of persistent hypoxemia in the absence of other cardio pulmonary causes was then made by enhanced echocardiogram using agitated saline </s> he improved significantly after liver transplantation performed abroad </s> at a 6 months follow up the child was stable with no evidence of intrapulmonary shunting on repeat echo </s>"
"529",24943082,0,"normokalemic periodic paralysis lasting for two weeks a severe form of sodium channelopathy with m1592v mutation </s> </s> a 73 year old man with recurrent periodic paralytic episodes lasting for two weeks each admitted to our hospital because of the leg weakness and the elevated value of serum creatine kinase </s> on admission weakness in the proximal legs and mild eye lid myotonia were noted </s> needle electromyography revealed abundant myotonic discharges </s> the prolonged exercise test showed a continuous reduction of compound muscle action potentials in the abductor digiti minimi muscle </s> direct sequencing of scn4a in the proband showed a g to a alteration at position 4774 that results in a change of 1592 nd methionine to valine m1592v </s> cosegregation regarding the m1592v mutation and paralytic phenotype in this family was confirmed </s> two cardinal features in this family were longer paralytic episodes compared to classical hyperkalemic normokalemic periodic paralysis and the normal potassium value during the paralytic episodes </s> this study together with antecedent reports indicates that m1592v mutation shares a much greater clinical diversity ranging from congenital paramyotonia to periodic paralysis with a longer duration </s>"
"530",25978659,0,"delayed detection of a ventricular septal defect following penetrating trauma </s> </s> this is a case report of a 27 year old male who sustained a stab wound to the chest with a resulting penetrating cardiac injury and subsequent emergency thoracotomy </s> the patient survived his injury and on post op day two a holosystolic murmur was noted during physical exam but he remained hemodynamically stable and intubated </s> a transthoracic echocardiogram revealed the presence of a ventricular septal defect vsd with doppler flow revealing shunting from the left ventricular cavity into the right ventricular cavity </s> ultimately the clinicians decided upon a trial of extubation with a plan for delayed closure of the vsd </s> upon extubation the patient became hypoxemic with evidence of pulmonary edema thus he was re intubated </s> the defect was surgically repaired and the patient had an uneventful recovery thereafter </s> the purpose of this case report is to present an example of delayed detection of a ventricular septal defect after a penetrating cardiac injury </s>"
"531",25547766,0,"dry needling for the treatment of poststroke muscle spasticity a prospective case report </s> </s> background spasticity is a common symptom that can be detrimental to the quality of life and daily function of patients with stroke </s> objective to introduce the use of dry needling dn as a novel method for the treatment of affected upper limb spasticity in a patient with chronic ischemic stroke who was admitted at the stroke physiotherapy clinic </s> methods the pronator teres pt flexor carpi radialis fcr and flexor carpi ulnaris fcu on the affected side were needled </s> the patient received deep dn for 1 session and the duration of needling for each muscle was 1 minute </s> the main outcomes were the modified modified ashworth scale mmas muscle spasticity score and the hmax mmax ratio which were measured before t0 immediately after t1 and 15 minutes after the end of needling t2 </s> results the case was a 53 year old man with a 13 year history of right hemiparesis poststroke </s> after dn the spasticity scores improved and maintained as indicated in the mmas grades pt 3 to 2 finger flexors 1 to 0 and the hmax mmax ratio 9 0 </s> 29 and 2 at t0 t1 and t2 respectively </s> the patient was able to voluntarily extend the wrist and fingers slightly after dn </s> the upper limb brunnstrom recovery stage 3 to 4 and hand function 2 to 3 improved and maintained </s> the passive supination increased at t1 75 and t2 50 compared to t0 38 </s> conclusions this prospective case report presents dry needling as a novel method in neurorehabilitation for the treatment of poststroke spasticity </s> further research is recommended </s>"
"532",27399058,1,"wernicke encephalopathy in a patient with liver failure clinical case report </s> </s> early recognition and diagnosis of wernicke encephalopathy is pivotal for the prognosis of this medical emergency especially in patients with liver failure which predisposes individuals to develop hepatic encephalopathy </s> for these patients distinguishing between hepatic encephalopathy and wernicke encephalopathy is a challenge in real world clinical practice </s> a male patient with 21 year medical history of liver cirrhosis presented diarrhea and ascites </s> one month before this visit he was noted to have poor appetite and progressive fatigue </s> after admission although several major symptoms including diarrhea ascites hyponatremia and hypoproteinemia were greatly improved through appropriate treatments his laboratory indicators were not changed much </s> his appetite was not reversed at discharge </s> on the 5th day after discharge the patient suddenly became reluctant to speak and did not remember the recent happenings </s> simultaneously unsteady gait and strabismus occurred </s> on the basis of clinical manifestations and brain magnetic resonance imaging scan results the patient was diagnosed as wernicke encephalopathy and these relative symptoms were resolved after intravenous vitamin b1 </s> to our knowledge this is the second case report of wernicke encephalopathy developing in a critically ill cirrhotic patient without hepatocellular carcinoma or operative intervention </s> wernicke encephalopathy may be underdiagnosed in these patients and this case raises physicians awareness of its possible onset </s>"
"533",23767946,1,"a case of portal vein arterialization after a liver transplant </s> </s> hepatic artery thrombosis represents a potentially deadly complication after a liver transplant </s> portal vein arterialization recently has been proposed as a bridge approach in patients with hepatic artery thrombosis needing a retransplant </s> we report the case of a 53 year old man treated with a liver transplant for a cryptogenetic cirrhosis </s> one month after a liver transplant a hepatic artery thrombosis was documented and a portal vein arterialization as bridge therapy for another liver transplant was performed </s> after surgery improvement in the patient liver functioning was seen </s> no signs of portal hypertension or hepatic abscesses were documented </s> unfortunately 8 months after the liver transplant the patient experienced a severe urinary infection caused by a multidrug resistant klebsiella and died </s> an increase in the oxygen supply to the liver parenchyma after portal vein arterializations represents rationale use for managing hepatic artery thromboses </s> several cases of treating post liver transplant hepatic artery thromboses have been reported in the literature </s> portal vein arterializations can be used as bridge therapy in well selected situations of post liver transplant hepatic artery thromboses </s> strict surveillance should be used to prevent the onset of complications that can exclude a patient from a transplant </s> the correct timing for retransplant is not fully known but we think the shorter the time to retransplant the better is the patient survival </s>"
"534",26424569,0,"human ifnar2 deficiency lessons for antiviral immunity </s> </s> type i interferon ifn-a ß is a fundamental antiviral defense mechanism </s> mouse models have been pivotal to understanding the role of ifn-a ß in immunity although validation of these findings in humans has been limited </s> we investigated a previously healthy child with fatal encephalitis after inoculation of the live attenuated measles mumps and rubella mmr vaccine </s> by targeted resequencing we identified a homozygous mutation in the high affinity ifn-a ß receptor ifnar2 in the proband as well as a newborn sibling that rendered cells unresponsive to ifn-a ß </s> reconstitution of the proband cells with wild type ifnar2 restored ifn-a ß responsiveness and control of ifn attenuated viruses </s> despite the severe outcome of systemic live vaccine challenge the proband had previously shown no evidence of heightened susceptibility to respiratory viral pathogens </s> the phenotype of ifnar2 deficiency together with similar findings in stat2 deficient patients supports an essential but narrow role for ifn-a ß in human antiviral immunity </s>"
"535",26922035,1,"transjugular intrahepatic portosystemic shunt with viatorr stent grafting report of 3 cases </s> </s> we here report 3 cases successfully treated with transjugular intrahepatic portosystemic shunt using viatorr stent </s> the 3 patients were had a diagnosis of liver cirrhosis with portal vein hypertension and presented with black stool and hematemesis </s> after the treatment the patients portal vein pressures were decreased without black stool or hematemesis </s> our success demonstrate the feasibility of using viatorr stent in transjugular intrahepatic portosystemic shunt </s>"
"536",23354350,1,"massive bleeding hemobilia occurred in patient with hepatocellular carcinoma </s> </s> massive bleeding hemobilia occurs rarely in patients with hepatocellular carcinoma hcc without any invasive procedure </s> upper gastrointestinal bleeding in patient with cirrhosis and abdominal pain with progressive jaundice in patient with hcc were usually thought as variceal bleeding and hcc progression respectively </s> we experienced recently massive bleeding hemobilia in patient with hcc who was a 73 year old man and showed sudden abdominal pain jaundice and hematochezia </s> he had alcoholic cirrhosis and history of variceal bleeding </s> one year ago he was diagnosed as hcc and treated with transarterial chemoembolization periodically </s> sudden right upper abdominal pain occurred then subsided with onset of hemotochezia </s> computed tomography showed bile duct thrombosis spreading in the intrahepatic and extrahepatic ducts while an ampulla of vater bleeding was observed during duodenoscopy </s> hemobilia could be one of the causes of massive bleeding in patients with cirrhosis and hcc especially when they had sudden abdominal pain and abrupt elevation of bilirubin </s>"
"537",23578275,1,"imaging diagnosis ultrasonographic and ct findings in a gray seal halichoerus grypus with hepatic cirrhosis pyelonephritis and nephrolithiasis </s> </s> an immature gray seal was presented with lethargy weight loss vomiting and hematuria </s> hepatic disease and urinary tract infection were suspected </s> abdominal ultrasound showed hyperechoic structures with marked acoustic shadowing spread throughout both kidneys but incomplete visualization of the liver </s> abdominal ct showed mineral densities scattered throughout both kidneys and poor delineation of the liver </s> due to the poor quality of life the seal was euthanized </s> postmortem examination showed ammonium urate nephroliths pyelonephritis and hepatic cirrhosis </s> this case report emphasizes the difficulty of characterizing liver disease with conventional 2d ultrasound and ct in a deep chested animal with minimal intra abdominal fat </s>"
"538",25596692,0,"a case of disease free long survival in a patient with mixed adenoneuroendocrine carcinoma of the gallbladder treated with induction cddp cpt 11 chemotherapy and resection </s> </s> a 57 year old woman with a complaint of a right upper quadrant mass was referred to our hospital </s> multimodal studies such as pet ct revealed large hepatic tumors and swollen para aortic lymph nodes the origin of which was unclear </s> pathological analysis of a biopsy specimen obtained from the liver tumor led to a diagnosis of neuroendocrine carcinoma </s> after 4 cddp cpt 11 chemotherapy treatment courses remarkable shrinkage of liver tumors and disappearance of the swollen lymph nodes were achieved </s> subsequently liver tumor and extrahepatic bile duct resection and lymphatic dissection were performed </s> pathological analysis of the resected specimens revealed that the liver tumors and metastatic lymph nodes originated from the gallbladder leading to a diagnosis of mixed adenoneuroendocrine carcinoma </s> after 5 courses of adjuvant chemotherapy using the same regimen the patient has remained disease free for 24 months since the initialdiagnosis </s>"
"539",27739280,1,"colorectal variceal bleeding managed by endoscopic therapy in patients with cirrhosis </s> </s> ectopic varices are an unusual cause of gastrointestinal bleeding accounting for upto 5 of all variceal bleeds </s> colorectal variceal bleeding is even rare </s> as the bleed is massive and has a poor prognosis one must be aware of this condition in a patient of portal hypertension with life threatening lower gastrointestinal bleeding </s> two cases of colorectal variceal bleeding in cirrhotic patients treated successfully by endoscopic therapy are reported here </s>"
"540",24623295,1,"alström syndrome with liver cirrhosis first case from turkey </s> </s> alström syndrome is a rare autosomal recessive genetic disorder characterized by cone rod dystrophy hearing loss childhood truncal obesity insulin resistance and hyperinsulinemia type 2 diabetes hypertriglyceridemia short stature in adulthood cardiomyopathy and progressive pulmonary hepatic and renal dysfunction </s> alström syndrome is a very rare cause of liver cirrhosis </s> postmortem biopsies of patients with alström syndrome show relevant fibrosis in multiple organs especially in the liver kidneys heart and lungs </s> we report the case of a patient with alström syndrome who presented to emergency department with esophageal variceal bleeding and who was not known to have hepatic cirrhosis before </s>"
"541",25293530,0,"acute asymmetrical spinal infarct secondary to fibrocartilaginous embolism </s> </s> introduction spinal cord infarction is extremely rare in childhood and can result from a wide range of causes </s> fibrocartilaginous embolism can give rise to spinal stroke and mimic non vascular disease such as acute transverse myelitis </s> case we report two children who suffered an asymmetrical spinal cord infarction due to fibrocartilaginous embolism </s> the clinical presentation radiological findings and pathophysiology of fibrocartilaginous embolism are described </s> each patient demonstrated marked clinical improvement after receiving extensive physical therapy and rehabilitation </s> one child demonstrated complete clinical recovery </s> the other had persistent asymmetrical foot weakness and distal sensory deficits </s> conclusion we outline the key clinical and radiographic features that enable spinal cord infarction to be differentiated from transverse myelitis </s> prognosis depends on many factors such as extent and type of injury level of the cord affected and age at the time of spinal cord infarction </s>"
"542",24344949,1,"a malignant hyperthermialike episode in a liver transplant recipient </s> </s> we report a case of malignant hyperthermialike syndrome in a living donor liver transplant recipient with no familial history of malignant hyperthermia or exposure to known triggering drugs </s> the patient showed many features of a typical malignant hyperthermia episode and the clinical grading scale defined this case as almost certain to be an episode of malignant hyperthermia rank 5 </s> however the diagnosis was questionable </s> the intraoperative and perioperative periods during liver transplant can involve drastic alterations of physiological parameters which can make malignant hyperthermia difficult to diagnosis </s> the data we obtained using a pulmonary artery catheter suggest an intraoperative increase in systemic oxygen consumption </s>"
"543",25314887,0,"ectopic pancreas a rare cause of abdominal pain </s> </s> we present a case of recurrent abdominal pain due to an ectopic or heterotopic pancreas </s> heterotopic pancreas hp is the presence of histologic pancreatic tissue outside its normal location without any anatomic or vascular continuity with the pancreas </s> the frequency of hp has been estimated as -1 </s> most are found in the duodenum stomach andjejunum </s> the exact mechanism remains controversial but it has been theorized that it most likely arises congenitally during embryonic development </s> the elevations of amylase and lipase levels are modest due to the small volume of pancreatic tissue in the hp </s> therefore diagnostic modalities including barium swallow upper gastrointestinal series ct eus and mrcp can be used when suspecting hp </s> the need for treatment is based on symptoms and definitive diagnosis especially when the possibility of malignancy exists </s> asymptomatic causes need not require treatment </s>"
"544",25925073,0,"acute fatal posthypoxic leukoencephalopathy following benzodiazepine overdose a case report and review of the literature </s> </s> background among the rare neurological complications of substances of abuse is the selective cerebral white matter injury leukoencephalopathy </s> of which the syndrome of delayed post hypoxic encephalopathy dphl that follows an acute drug overdose in addition to quot chasing the dragon quot toxicity which results from chronic heroin vapor inhalation remain the most commonly described syndromes of toxic leukoencephalopathy </s> these syndromes are reported in association with opioid use </s> there are very few cases in the literature that described leukoencephalopathy following benzodiazepines especially with an acute and progressive course </s> in this paper we present a patient who developed an acute severe fatal leukoencephalopathy following hypoxic coma and systemic shock induced by benzodiazepine overdose </s> case presentation a 19 year old male was found comatose at home and brought to hospital in a deep coma shock hypoxia and acidosis </s> brain magnetic resonant imaging mri revealed a strikingly selective white matter injury early in the course of the disease </s> the patient remained in a comatose state with no signs of neurologic recovery until he died few weeks later following an increase in the brain edema and herniation </s> conclusion toxic leukoencephalopathy can occur acutely following an overdose of benzodiazepine and respiratory failure </s> this is unlike the usual cases of toxic leukoencephalopathy where there is a period of lucidity between the overdose and the development of white matter disease </s> unfortunately this syndrome remains of an unclear pathophysiology and with no successful treatment </s>"
"545",23411703,1,"tubulointerstitial nephritis and primary biliary cirrhosis with a t cell dominant profile of infiltrating cells and granulomas in both organs </s> </s> a 46 year old woman was admitted to our hospital for an evaluation of progressive renal insufficiency and elevated liver enzymes </s> a renal biopsy revealed chronic granulomatous interstitial nephritis </s> her laboratory findings indicated primary biliary cirrhosis pbc which was confirmed with a liver biopsy </s> cd4 t cells and cd8 t cells with granuloma formation were the predominant cells infiltrating into the interstitium of the kidneys and liver </s> the etiology of tubulointerstitial nephritis in the present patient was not clear however it might have shared the same pathogenesis as pbc due to the relatively close onset the similar profiles of infiltrating cells and the presence of granulomas </s>"
"546",25572169,0,"igm mgus associated with anti mag neuropathy a single institution experience </s> </s> anti mag neuropathy is a very rare form of acquired polyneuropathy associated with igm monoclonal gammopathy of undetermined significance mgus </s> we conducted a retrospective review of 194 consecutive mgus patients seen at the penn state hershey cancer institute </s> we identified six patients among 37 16 with igm mgus with anti mag neuropathy </s> interestingly an additional patient had anti mag neuropathy without mgus </s> common clinical manifestations were numbness and paresthesias of the extremities and gait imbalance </s> all four patients treated with rituximab and none of the three untreated ones had a subjective improvement of their symptoms we conclude that all patients with igm mgus and neuropathy should be screened for anti mag antibodies and if positive they should be offered treatment with rituximab </s>"
"547",23910865,1,"apoplexia uteri a rarely described post mortem finding </s> </s> we present a case of apoplexia uteri a rarely described condition of haemorrhagic necrosis in an atrophic endometrium and myometrium associated with terminal stress </s> this entity is well recognised in older literature but few recent publications have addressed this condition </s> it is thought to occur in association with hypoperfusion with passive hyperaemia and reperfusion injury </s> this case serves to highlight this rarely encountered entity as a possible cause of haemorrhage in an atrophic endometrium in the perimortem period </s> incidental findings are occasionally observed in the course of forensic autopsy practice and knowledge of rarely encountered entities such as that described in this case is essential to prevent diagnostic uncertainty and misdiagnosis </s>"
"548",25129384,0,"detection of a pneumonia virus of mice pvm in an african hedgehog atelerix arbiventris with suspected wobbly hedgehog syndrome whs </s> </s> a pneumonia virus of mice pvm from an african hedgehog atelerix arbiventris with suspected wobbly hedgehog syndrome whs was detected and genetically characterized </s> the affected hedgehog had a nonsuppurative encephalitis with vacuolization of the white matter and the brain samples yielded rna reads highly homogeneous to pvm strain 15 9 of full genomic sequence homology by analysis of next generation sequencing </s> pvm antigen was also detected in the brain and the lungs immunohistochemically </s> a pvm was strongly suggested as a causative agent of encephalitis of a hedgehog with suspected whs </s> this is a first report of pvm infection in hedgehogs </s>"
"549",26278967,0,"a family having type 2b von willebrand disease with a novel vwf pr1308s mutation detection of characteristic platelet aggregates on peripheral blood smears as the key aspect of diagnosis </s> </s> type 2b von willebrand disease vwd is frequently associated with distinct platelet morphology </s> here we present a familial case of type 2b vwd with a novel vwf mutation pr1308s which caused neonatal thrombocytopenia </s> the mother had been treated for refractory immune thrombocytopenia itp for more than 20years </s> the most important hematological features of this case were large platelets and platelet aggregates detected on peripheral blood smears </s> hemostatic tests showed enhanced ristocetin induced platelet agglutination at low ristocetin concentrations absence of high molecular weight von willebrand factor vwf multimers and low vwf cofactor activity antigen ratio </s> in patients with intractable itp family history of itp and consecutive neonatal thrombocytopenia the differential diagnosis of congenital thrombocytopenia is mandatory </s> for this purpose the identification of large platelets and platelet aggregates on peripheral blood smears is the key aspect of type 2b vwd diagnosis </s>"
"550",25899515,0,"mediastinal mass to resect or not to resect </s> we describe a case of a 63 year old man presenting in an acute confusional state with a markedly abnormal chest radiograph </s> during investigation he developed aspiration pneumonia and was ventilated on the intensive care unit before confirming that he had autoimmune encephalopathy secondary to benign thymoma </s> after treatment with intravenous immunoglobulins he made an impressive recovery allowing him to be transferred to a tertiary unit for resection of the underlying mass thus resulting in an excellent neurological recovery </s>"
"551",24296059,1,"terlipressin induced hyponatremic encephalopathy in a noncirrhotic patient </s> </s> terlipressin an analogue of vasopressin is frequently used for the management of esophageal varices bleeding and hepatorenal syndrome </s> terlipressin therapy in portal hypertensive patients is frequently associated with hyponatremia but is rarely accompanied with serious neurological manifestations </s> a 39 year old female with pancreatic neuroendocrine tumor liver metastasis main portal vein thrombosis and a history of esophageal varices presented to the emergency room because of hematemesis </s> terlipressin was given with a loading dose of 2 mg followed by 1 mg every 6 hours </s> after a total of 6 mg terlipressin injection she suffered from acute delirium </s> pertinent examinations showed there was no gross brain lesion by computed tomography whereas her serum sodium level dropped from baseline 136 mmol l to 116 mmol l with a serum osmolality of 256 mosm kg </s> at that time urine sodium and urine osmolality were 142 mmol l and 488 mosm kg respectively </s> under the tentative diagnosis of terlipressin induced hyponatremic encephalopathy terlipressin was withheld and hypertonic saline infusion was given </s> within 12 hours her serum sodium level recovered to 130 mmol l and she gradually regained her cognitive functions </s> although symptomatic hyponatremic encephalopathy is a rare complication of terlipressin treatment close monitoring of serum electrolyte level is warranted in patients receiving terlipressin </s>"
"552",24005104,1,"a case of liver cirrhosis due to non alcoholic steatohepatitis complicated by myotonic dystrophy </s> </s> a female in her 50s with a four year history of myotonic dystrophy was admitted to our hospital with hematochezia </s> she was diagnosed with synchronous colonic cancer of the transverse and sigmoid colon for which she underwent partial transverse and sigmoid colectomy respectively </s> postoperative respiratory failure resulted in prolonged stay in the intensive care unit </s> her liver and renal function gradually deteriorated and she eventually died from these sequelae on postoperative day 26 </s> intraoperative liver biopsy revealed cirrhosis arising from non alcoholic steatohepatitis nash </s> although myotonic dystrophy is believed to be a multisystem disease its association with cirrhosis has not been reported in japan </s> we therefore report this rare case of liver cirrhosis arising from nash in a patient with myotonic dystrophy </s>"
"553",26424304,0,"isolated atrial septal defect complicated by tricuspid valve infective endocarditis </s> </s> infective endocarditis ie associated with atrial septal defect asd is extremely rare </s> however tricuspid regurgitation tr secondary to right ventricular overload is a potential cause of ie and once it occurs the development of a paradoxical embolism may lead to fatal complications </s> we herein report the case of a 50 year old woman who was admitted due to a persistent fever resistant to antibiotics </s> echocardiography showed secundum asd moderate tr and a mobile vegetation measuring 15x10 mm attached to the tricuspid valve </s> given the risk of developing a paradoxical embolism urgent surgery was successfully performed </s>"
"554",26543694,0,"transvaginal mini laparoscopic splenectomy </s> </s> we aimed to perform a more and more minimal invasive splenectomy by only through two 5 mm umbilical trocars and one vaginal trocar </s> a 43 year old female bmi 31 kg m 2 asa ii with immune thrombocytopenic purpura was planned for splenectomy </s> she had a history of a previous cesarean section for three times </s> two 5 mm trocars were inserted separately through the umbilicus </s> we did not use any single port device or similar modifications </s> a 15 mm trocar was inserted through the posterior fornix of the vagina under umbilical laparoscopic vision </s> the 5 mm umbilical ports were used for camera and retraction of the spleen </s> the transvaginal port was used for dissection and division of the spleen by a 10 mm ligasure atlas vessel sealing system </s> no clips or staples were used </s> as the spleen became completely free in the abdomen it was removed through the vagina in a bag without fragmentation </s> the operating time was 200 minutes and the blood loss was minimal lt 20 ml </s> no drain or abdominal fascia suturing was used but closing the posterior fornix of the vagina </s> her postoperative course was uneventful and she was discharged on day two without complication </s> she did not require any analgesics postoperatively </s> platelet values increased to 4000 mm 3 in the follow up </s> to the best of our knowledge this report described the most minimal invasive splenectomy even </s> additionally it provided an unfragmented spleen extraction </s> the transvaginal approach seems to be a feasible way to perform natural orifice splenectomy </s>"
"555",26523275,1,"portal flow steal after liver transplantation </s> </s> portal flow steal occasionally persists even after the liver transplantation which may reduce the portal flow and thus threaten the patients outcome </s> therefore pre- and peri operative detection of portal steal phenomenon requiring radiological or surgical interruption is essential for the liver transplantation candidates as well as for the recipients </s>"
"556",28025476,1,"a case of hepatocellular carcinoma presenting as a gingival mass </s> </s> oral metastatic tumor which is uncommon and represents less than 1 of malignant oral neoplasms usually arises from a primary mucosal or cutaneous cancer located in the head and neck regions </s> metastasis of hepatocellular carcinoma hcc to the oral cavity especially to gingiva is extremely rare </s> a 50 year old man who was a chronic alcoholic and hepatitis b virus carrier presented with abdominal distension and weight loss for the past 3 months </s> three phased contrast enhanced abdominal ct revealed numerous conglomerated masses in the liver suggesting huge hccs arising in the background of liver cirrhosis with a large amount of ascites </s> he complained of recurrent profuse bleeding from the left upper gingival mass </s> a facial ct revealed an oral cavity mass destructing the left maxillary alveolar process and hard palate which was diagnosed as metastatic hcc by an incisional biopsy </s> herein we report a case of metastatic hcc to the gingiva </s>"
"557",28191223,0,"clinical case presentation life threatening group a sepsis secondary to hycosy </s> </s> hysterosalpingo contrast sonography hycosy is a commonly performed procedure in the investigation of infertility </s> infection is an uncommon complication of this procedure </s> should it occur it is generally mild and amenable to outpatient treatment with oral antibiotics </s> we present a case of an immunosuppressed woman who underwent hycosy for investigation of secondary infertility and developed life threatening sepsis with group a streptococcus </s>"
"558",25015850,1,"first case report of de novo ulcerative colitis developing after orthotopic liver transplantation successfully treated by granulocyte and monocyte apheresis </s> </s> background immunosuppressants such as tacrolimus and cyclosporine are prescribed long term after orthotopic liver transplantation olt to prevent allograft rejection </s> although these immunosuppressants are known to effectively control ulcerative colitis uc some post olt patients develop exacerbation of preexisting uc or de novo uc </s> although aminosalicylates and corticosteroid courses are usually effective to treat such uc several patients have developed uncontrollable disease and required colectomies </s> case report we have reported a patient who developed de novo uc after olt to treat liver cirrhosis and hepatocellular carcinoma associated with hepatitis b virus hbv infection </s> existence of the hbv infection made us avoid to increase the corticosteroid dose or to use other immunosuppressants such as azathioprine or infliximab </s> conclusions in this patient granulocyte and monocyte apheresis was highly effective in terms of inducing remission of de novo uc </s> no adverse event was noted </s>"
"559",26066897,0,"chimeric cyp11b2 cyp11b1 causing 11ß-hydroxylase deficiency in chinese patients with congenital adrenal hyperplasia </s> </s> cyp11b1 and cyp11b2 are highly homologous genes that can form chimera following unequal crossing over during meiosis </s> a chimeric cyp11b1 cyp11b2 gene causes glucocorticoid remediable aldosteronism gra while the rare cyp11b2 cyp11b1 chimeric gene leads to 11ß-hydroxylase deficiency 11 ohd </s> the aim of the study was to find the underlying genetic causes of three distinct chinese pedigrees with 11 ohd </s> the family history clinical data laboratory findings and alterations in the cyp11b1 gene sequence were analyzed in all patients </s> we found that patient 1 and patient 2 harbored novel homozygotic chimeric cyp11b2 cyp11b1 genes consisting of the promoter exons 1 6 of cyp11b2 and exons 7 9 of cyp11b1 </s> patient 3 had compound heterozygotic mutation with one allele containing the promoter and exons 1 6 of cyp11b2 and exons 7 9 of cyp11b1 and the other allele comprising novel previously undescribed pw56x c168g gt a mutation in exon 1 of cyp11b1 </s> the breakpoints to form chimeric cyp11b2 cyp11b1 were not the same for the three patients </s> rare chimeric cyp11b2 cyp11b1 gene mutations are the underlying cause of disease in three patients with 11 ohd </s> we hypothesize that the lack expression of cyp11b1 under the control of the cyp11b2 promoter in zona fasciculata may contribute to a cortisol defect as well as the resultant 11 ohd </s>"
"560",21894816,1,"successful management of listeria monocytogenes pericarditis case report and review of the literature </s> </s> listeria monocytogenes although an uncommon cause of illness in the general population is feared principally because of the morbidity and mortality associated with cns infections </s> cardiovascular involvement with l monocytogenes is very rare and has been limited to endocarditis </s> we describe a case of listeria pericarditis which occurred in a 60 year old man with child pugh b cirrhosis who presented to the emergency department with asthenia anorexia and respiratory distress </s> the echocardiogram showed severe pericardial effusion and after pericardiocentesis l monocytogenes was isolated in the culture of pericardial fluid </s> after surgical pericardiectomy with draining of the pericardial effusion and antibiotic treatment with ampicillin the patient experienced a slow but full recovery </s> documentation of l monocytogenes pericarditis is an extremely rare entity with very scarce reports in medical literature and is usually associated with a very poor prognosis </s> a case report is presented together with a review of the literature </s>"
"561",26084462,1,"secure combination therapy with low dose bosentan and ambrisentan to treat portopulmonary hypertension minimizing each adverse effect </s> </s> although endothelin receptor antagonists eras including bosentan and ambrisentan are essential tools for the treatment of pulmonary arterial hypertension pah each agent has a specific adverse effect with non negligible frequency ie liver dysfunction for bosentan and peripheral edema for ambrisentan </s> these adverse effects often hinder the titration of the doses of eras up to the therapeutic levels </s> portopulmonary hypertension which is complicated with liver cirrhosis and successive portal hypertension is one of the pahs refractory to general anti pah agents because of the underlying progressed liver dysfunction and poor systemic condition </s> we here present a patient with portopulmonary hypertension which was treated safely by combination therapy that included low dose bosentan and ambrisentan minimizing the adverse effects of each era </s> combination therapy including different types of eras at each optimal dose may become a breakthrough to overcome portopulmonary hypertension in the future </s>"
"562",25072680,0,"cd30 positive atypical lymphocytes in perniosis a potential histopathologic pitfall in a benign condition </s> </s> in classical clinical perniosis chilblains the presence of atypical lymphocytes with immunohistochemical staining positive for cd30 is unusual and rarely reported </s> here we report 2 cases of clinical perniosis one in a 16 year old girl and another in a 67 year old woman </s> the biopsies revealed lymphocytic infiltrates papillary dermal edema and atypical cells highlighted with a cd30 immunohistochemical stain </s> our cases demonstrate the importance of clinicopathologic correlation in the assessment of cd30 positive lymphocytes in benign nonneoplastic conditions </s> dermatopathologists must be aware of this potential histologic pattern in perniosis to prevent misdiagnosis and overtreatment of this condition </s>"
